"","X","province","date","confirmed","deaths","recovered","ID","confrate","dthrate","rcvrdrate","Lat","Long"
"499",499,"Helmand","2020-04-26",22,0,0,27,0,0,0,31.60990449,64.3584523
"500",500,"Helmand","2020-04-25",22,0,0,27,1,0,0,31.60990449,64.3584523
"501",501,"Helmand","2020-04-24",21,0,0,27,4,0,0,31.60990449,64.3584523
"502",502,"Helmand","2020-04-23",17,0,0,27,0,0,0,31.60990449,64.3584523
"503",503,"Helmand","2020-04-22",17,0,0,27,4,0,0,31.60990449,64.3584523
"504",504,"Helmand","2020-04-21",13,0,0,27,0,0,0,31.60990449,64.3584523
"505",505,"Helmand","2020-04-20",13,0,0,27,0,0,0,31.60990449,64.3584523
"506",506,"Helmand","2020-04-19",13,0,0,27,0,0,0,31.60990449,64.3584523
"507",507,"Helmand","2020-04-18",13,0,0,27,0,0,0,31.60990449,64.3584523
"508",508,"Helmand","2020-04-17",13,0,0,27,4,0,0,31.60990449,64.3584523
"509",509,"Helmand","2020-04-16",9,0,0,27,0,0,0,31.60990449,64.3584523
"510",510,"Helmand","2020-04-15",9,0,0,27,0,0,0,31.60990449,64.3584523
"511",511,"Helmand","2020-04-14",9,0,0,27,0,0,0,31.60990449,64.3584523
"512",512,"Helmand","2020-04-13",9,0,0,27,7,0,0,31.60990449,64.3584523
"513",513,"Helmand","2020-04-12",2,0,0,27,1,0,0,31.60990449,64.3584523
"514",514,"Helmand","2020-04-11",1,0,0,27,0,0,0,31.60990449,64.3584523
"515",515,"Helmand","2020-04-10",1,0,0,27,0,0,0,31.60990449,64.3584523
"516",516,"Helmand","2020-04-09",1,0,0,27,0,0,0,31.60990449,64.3584523
"517",517,"Helmand","2020-04-08",1,0,0,27,1,0,0,31.60990449,64.3584523
"518",518,"Helmand","2020-04-07",0,0,0,27,0,0,0,31.60990449,64.3584523
"519",519,"Helmand","2020-04-06",0,0,0,27,0,0,0,31.60990449,64.3584523
"520",520,"Helmand","2020-04-05",0,0,0,27,0,0,0,31.60990449,64.3584523
"521",521,"Helmand","2020-04-04",0,0,0,27,0,0,0,31.60990449,64.3584523
"522",522,"Helmand","2020-04-03",0,0,0,27,0,0,0,31.60990449,64.3584523
"523",523,"Helmand","2020-04-02",0,0,0,27,0,0,0,31.60990449,64.3584523
"524",524,"Helmand","2020-04-01",0,0,0,27,0,0,0,31.60990449,64.3584523
"525",525,"Helmand","2020-03-31",0,0,0,27,0,0,0,31.60990449,64.3584523
"526",526,"Helmand","2020-03-30",0,0,0,27,0,0,0,31.60990449,64.3584523
"527",527,"Helmand","2020-03-29",0,0,0,27,0,0,0,31.60990449,64.3584523
"528",528,"Helmand","2020-03-28",0,0,0,27,0,0,0,31.60990449,64.3584523
"529",529,"Helmand","2020-03-27",0,0,0,27,0,0,0,31.60990449,64.3584523
"530",530,"Helmand","2020-03-26",0,0,0,27,0,0,0,31.60990449,64.3584523
"531",531,"Helmand","2020-03-25",0,0,0,27,0,0,0,31.60990449,64.3584523
"532",532,"Helmand","2020-03-24",0,0,0,27,0,0,0,31.60990449,64.3584523
"533",533,"Helmand","2020-03-23",0,0,0,27,0,0,0,31.60990449,64.3584523
"534",534,"Helmand","2020-03-22",0,0,0,27,0,0,0,31.60990449,64.3584523
"535",535,"Helmand","2020-03-21",0,0,0,27,0,0,0,31.60990449,64.3584523
"536",536,"Helmand","2020-03-20",0,0,0,27,0,0,0,31.60990449,64.3584523
"537",537,"Helmand","2020-03-19",0,0,0,27,0,0,0,31.60990449,64.3584523
"538",538,"Helmand","2020-03-18",0,0,0,27,0,0,0,31.60990449,64.3584523
"539",539,"Helmand","2020-03-17",0,0,0,27,0,0,0,31.60990449,64.3584523
"540",540,"Helmand","2020-03-16",0,0,0,27,0,0,0,31.60990449,64.3584523
"541",541,"Helmand","2020-03-15",0,0,0,27,0,0,0,31.60990449,64.3584523
"542",542,"Helmand","2020-03-14",0,0,0,27,0,0,0,31.60990449,64.3584523
"543",543,"Helmand","2020-03-13",0,0,0,27,0,0,0,31.60990449,64.3584523
"544",544,"Helmand","2020-03-12",0,0,0,27,0,0,0,31.60990449,64.3584523
"545",545,"Helmand","2020-03-11",0,0,0,27,0,0,0,31.60990449,64.3584523
"546",546,"Helmand","2020-03-10",0,0,0,27,0,0,0,31.60990449,64.3584523
"547",547,"Helmand","2020-03-09",0,0,0,27,0,0,0,31.60990449,64.3584523
"548",548,"Helmand","2020-03-08",0,0,0,27,0,0,0,31.60990449,64.3584523
"549",549,"Helmand","2020-03-07",0,0,0,27,0,0,0,31.60990449,64.3584523
"550",550,"Helmand","2020-03-06",0,0,0,27,0,0,0,31.60990449,64.3584523
"551",551,"Helmand","2020-03-05",0,0,0,27,0,0,0,31.60990449,64.3584523
"552",552,"Helmand","2020-03-04",0,0,0,27,0,0,0,31.60990449,64.3584523
"553",553,"Helmand","2020-03-03",0,0,0,27,0,0,0,31.60990449,64.3584523
"554",554,"Helmand","2020-03-02",0,0,0,27,0,0,0,31.60990449,64.3584523
"555",555,"Helmand","2020-03-01",0,0,0,27,0,0,0,31.60990449,64.3584523
"556",556,"Helmand","2020-02-29",0,0,0,27,0,0,0,31.60990449,64.3584523
"557",557,"Helmand","2020-02-28",0,0,0,27,0,0,0,31.60990449,64.3584523
"558",558,"Helmand","2020-02-27",0,0,0,27,0,0,0,31.60990449,64.3584523
"559",559,"Helmand","2020-02-26",0,0,0,27,0,0,0,31.60990449,64.3584523
"560",560,"Helmand","2020-02-25",0,0,0,27,NA,NA,NA,31.60990449,64.3584523
"561",561,"Kunar","2020-05-04",28,1,0,26,5,0,0,34.83309348,71.11218444
"562",562,"Kunar","2020-05-03",23,1,0,26,2,0,0,34.83309348,71.11218444
"563",563,"Kunar","2020-05-02",21,1,0,26,0,0,0,34.83309348,71.11218444
"564",564,"Kunar","2020-05-01",21,1,0,26,0,0,0,34.83309348,71.11218444
"565",565,"Kunar","2020-04-30",21,1,0,26,0,0,0,34.83309348,71.11218444
"566",566,"Kunar","2020-04-29",21,2,0,26,0,0,0,34.83309348,71.11218444
"567",567,"Kunar","2020-04-28",21,2,0,26,2,0,0,34.83309348,71.11218444
"568",568,"Kunar","2020-04-27",19,2,0,26,0,1,0,34.83309348,71.11218444
"569",569,"Kunar","2020-04-26",23,1,0,26,0,0,0,34.83309348,71.11218444
"570",570,"Kunar","2020-04-25",23,1,0,26,4,1,0,34.83309348,71.11218444
"571",571,"Kunar","2020-04-24",19,0,0,26,3,0,0,34.83309348,71.11218444
"572",572,"Kunar","2020-04-23",16,0,0,26,0,0,0,34.83309348,71.11218444
"573",573,"Kunar","2020-04-22",16,0,0,26,3,0,0,34.83309348,71.11218444
"574",574,"Kunar","2020-04-21",13,0,0,26,0,0,0,34.83309348,71.11218444
"575",575,"Kunar","2020-04-20",13,0,0,26,4,0,0,34.83309348,71.11218444
"576",576,"Kunar","2020-04-19",9,0,0,26,6,0,0,34.83309348,71.11218444
"577",577,"Kunar","2020-04-18",3,0,0,26,0,0,0,34.83309348,71.11218444
"578",578,"Kunar","2020-04-17",3,0,0,26,1,0,0,34.83309348,71.11218444
"579",579,"Kunar","2020-04-16",2,0,0,26,0,0,0,34.83309348,71.11218444
"580",580,"Kunar","2020-04-15",2,0,0,26,2,0,0,34.83309348,71.11218444
"581",581,"Kunar","2020-04-14",0,0,0,26,0,0,0,34.83309348,71.11218444
"582",582,"Kunar","2020-04-13",0,0,0,26,0,0,0,34.83309348,71.11218444
"583",583,"Kunar","2020-04-12",0,0,0,26,0,0,0,34.83309348,71.11218444
"584",584,"Kunar","2020-04-11",0,0,0,26,0,0,0,34.83309348,71.11218444
"585",585,"Kunar","2020-04-10",0,0,0,26,0,0,0,34.83309348,71.11218444
"586",586,"Kunar","2020-04-09",0,0,0,26,0,0,0,34.83309348,71.11218444
"587",587,"Kunar","2020-04-08",0,0,0,26,0,0,0,34.83309348,71.11218444
"588",588,"Kunar","2020-04-07",0,0,0,26,0,0,0,34.83309348,71.11218444
"589",589,"Kunar","2020-04-06",0,0,0,26,0,0,0,34.83309348,71.11218444
"590",590,"Kunar","2020-04-05",0,0,0,26,0,0,0,34.83309348,71.11218444
"591",591,"Kunar","2020-04-04",0,0,0,26,0,0,0,34.83309348,71.11218444
"592",592,"Kunar","2020-04-03",0,0,0,26,0,0,0,34.83309348,71.11218444
"593",593,"Kunar","2020-04-02",0,0,0,26,0,0,0,34.83309348,71.11218444
"594",594,"Kunar","2020-04-01",0,0,0,26,0,0,0,34.83309348,71.11218444
"595",595,"Kunar","2020-03-31",0,0,0,26,0,0,0,34.83309348,71.11218444
"596",596,"Kunar","2020-03-30",0,0,0,26,0,0,0,34.83309348,71.11218444
"597",597,"Kunar","2020-03-29",0,0,0,26,0,0,0,34.83309348,71.11218444
"598",598,"Kunar","2020-03-28",0,0,0,26,0,0,0,34.83309348,71.11218444
"599",599,"Kunar","2020-03-27",0,0,0,26,0,0,0,34.83309348,71.11218444
"600",600,"Kunar","2020-03-26",0,0,0,26,0,0,0,34.83309348,71.11218444
"601",601,"Kunar","2020-03-25",0,0,0,26,0,0,0,34.83309348,71.11218444
"602",602,"Kunar","2020-03-24",0,0,0,26,0,0,0,34.83309348,71.11218444
"603",603,"Kunar","2020-03-23",0,0,0,26,0,0,0,34.83309348,71.11218444
"604",604,"Kunar","2020-03-22",0,0,0,26,0,0,0,34.83309348,71.11218444
"605",605,"Kunar","2020-03-21",0,0,0,26,0,0,0,34.83309348,71.11218444
"606",606,"Kunar","2020-03-20",0,0,0,26,0,0,0,34.83309348,71.11218444
"607",607,"Kunar","2020-03-19",0,0,0,26,0,0,0,34.83309348,71.11218444
"608",608,"Kunar","2020-03-18",0,0,0,26,0,0,0,34.83309348,71.11218444
"609",609,"Kunar","2020-03-17",0,0,0,26,0,0,0,34.83309348,71.11218444
"610",610,"Kunar","2020-03-16",0,0,0,26,0,0,0,34.83309348,71.11218444
"611",611,"Kunar","2020-03-15",0,0,0,26,0,0,0,34.83309348,71.11218444
"612",612,"Kunar","2020-03-14",0,0,0,26,0,0,0,34.83309348,71.11218444
"613",613,"Kunar","2020-03-13",0,0,0,26,0,0,0,34.83309348,71.11218444
"614",614,"Kunar","2020-03-12",0,0,0,26,0,0,0,34.83309348,71.11218444
"615",615,"Kunar","2020-03-11",0,0,0,26,0,0,0,34.83309348,71.11218444
"616",616,"Kunar","2020-03-10",0,0,0,26,0,0,0,34.83309348,71.11218444
"617",617,"Kunar","2020-03-09",0,0,0,26,0,0,0,34.83309348,71.11218444
"618",618,"Kunar","2020-03-08",0,0,0,26,0,0,0,34.83309348,71.11218444
"619",619,"Kunar","2020-03-07",0,0,0,26,0,0,0,34.83309348,71.11218444
"620",620,"Kunar","2020-03-06",0,0,0,26,0,0,0,34.83309348,71.11218444
"621",621,"Kunar","2020-03-05",0,0,0,26,0,0,0,34.83309348,71.11218444
"622",622,"Kunar","2020-03-04",0,0,0,26,0,0,0,34.83309348,71.11218444
"623",623,"Kunar","2020-03-03",0,0,0,26,0,0,0,34.83309348,71.11218444
"624",624,"Kunar","2020-03-02",0,0,0,26,0,0,0,34.83309348,71.11218444
"625",625,"Kunar","2020-03-01",0,0,0,26,0,0,0,34.83309348,71.11218444
"626",626,"Kunar","2020-02-29",0,0,0,26,0,0,0,34.83309348,71.11218444
"627",627,"Kunar","2020-02-28",0,0,0,26,0,0,0,34.83309348,71.11218444
"628",628,"Kunar","2020-02-27",0,0,0,26,0,0,0,34.83309348,71.11218444
"629",629,"Kunar","2020-02-26",0,0,0,26,0,0,0,34.83309348,71.11218444
"630",630,"Kunar","2020-02-25",0,0,0,26,NA,NA,NA,34.83309348,71.11218444
"631",631,"Ghazni","2020-05-04",64,6,4,25,0,0,0,33.55628244,68.40943649
"632",632,"Ghazni","2020-05-03",64,6,4,25,0,3,0,33.55628244,68.40943649
"633",633,"Ghazni","2020-05-02",64,3,4,25,10,0,1,33.55628244,68.40943649
"634",634,"Ghazni","2020-05-01",54,3,3,25,0,0,0,33.55628244,68.40943649
"635",635,"Ghazni","2020-04-30",54,3,3,25,18,0,0,33.55628244,68.40943649
"636",636,"Ghazni","2020-04-29",36,3,3,25,0,0,0,33.55628244,68.40943649
"637",637,"Ghazni","2020-04-28",36,3,3,25,6,0,0,33.55628244,68.40943649
"638",638,"Ghazni","2020-04-27",30,3,3,25,0,0,0,33.55628244,68.40943649
"639",639,"Ghazni","2020-04-26",32,4,3,25,13,2,0,33.55628244,68.40943649
"640",640,"Ghazni","2020-04-25",19,2,3,25,0,1,0,33.55628244,68.40943649
"641",641,"Ghazni","2020-04-24",19,1,3,25,4,0,0,33.55628244,68.40943649
"642",642,"Ghazni","2020-04-23",15,1,15,25,2,0,2,33.55628244,68.40943649
"643",643,"Ghazni","2020-04-22",13,1,13,25,0,0,0,33.55628244,68.40943649
"644",644,"Ghazni","2020-04-21",13,1,13,25,0,0,0,33.55628244,68.40943649
"645",645,"Ghazni","2020-04-20",13,1,13,25,0,0,0,33.55628244,68.40943649
"646",646,"Ghazni","2020-04-19",13,1,13,25,0,0,0,33.55628244,68.40943649
"647",647,"Ghazni","2020-04-18",13,1,13,25,0,0,0,33.55628244,68.40943649
"648",648,"Ghazni","2020-04-17",13,1,13,25,0,1,0,33.55628244,68.40943649
"649",649,"Ghazni","2020-04-16",13,0,13,25,0,0,0,33.55628244,68.40943649
"650",650,"Ghazni","2020-04-15",13,0,13,25,3,0,3,33.55628244,68.40943649
"651",651,"Ghazni","2020-04-14",10,0,10,25,4,0,4,33.55628244,68.40943649
"652",652,"Ghazni","2020-04-13",6,0,6,25,0,0,0,33.55628244,68.40943649
"653",653,"Ghazni","2020-04-12",6,0,6,25,0,0,0,33.55628244,68.40943649
"654",654,"Ghazni","2020-04-11",6,0,6,25,0,0,0,33.55628244,68.40943649
"655",655,"Ghazni","2020-04-10",6,0,6,25,0,0,0,33.55628244,68.40943649
"656",656,"Ghazni","2020-04-09",6,0,6,25,0,0,0,33.55628244,68.40943649
"657",657,"Ghazni","2020-04-08",6,0,6,25,3,0,3,33.55628244,68.40943649
"658",658,"Ghazni","2020-04-07",3,0,3,25,0,0,0,33.55628244,68.40943649
"659",659,"Ghazni","2020-04-06",3,0,3,25,0,0,0,33.55628244,68.40943649
"660",660,"Ghazni","2020-04-05",3,0,3,25,0,0,0,33.55628244,68.40943649
"661",661,"Ghazni","2020-04-04",3,0,3,25,1,0,1,33.55628244,68.40943649
"662",662,"Ghazni","2020-04-03",2,0,2,25,0,0,0,33.55628244,68.40943649
"663",663,"Ghazni","2020-04-02",2,0,2,25,0,0,0,33.55628244,68.40943649
"664",664,"Ghazni","2020-04-01",2,0,2,25,0,0,0,33.55628244,68.40943649
"665",665,"Ghazni","2020-03-31",2,0,2,25,0,0,0,33.55628244,68.40943649
"666",666,"Ghazni","2020-03-30",2,0,2,25,0,0,0,33.55628244,68.40943649
"667",667,"Ghazni","2020-03-29",2,0,2,25,0,0,0,33.55628244,68.40943649
"668",668,"Ghazni","2020-03-28",2,0,2,25,0,0,0,33.55628244,68.40943649
"669",669,"Ghazni","2020-03-27",2,0,2,25,1,0,1,33.55628244,68.40943649
"670",670,"Ghazni","2020-03-26",1,0,1,25,0,0,0,33.55628244,68.40943649
"671",671,"Ghazni","2020-03-25",1,0,1,25,0,0,0,33.55628244,68.40943649
"672",672,"Ghazni","2020-03-24",1,0,1,25,0,0,0,33.55628244,68.40943649
"673",673,"Ghazni","2020-03-23",1,0,1,25,0,0,0,33.55628244,68.40943649
"674",674,"Ghazni","2020-03-22",1,0,1,25,1,0,1,33.55628244,68.40943649
"675",675,"Ghazni","2020-03-21",0,0,0,25,0,0,0,33.55628244,68.40943649
"676",676,"Ghazni","2020-03-20",0,0,0,25,0,0,0,33.55628244,68.40943649
"677",677,"Ghazni","2020-03-19",0,0,0,25,0,0,0,33.55628244,68.40943649
"678",678,"Ghazni","2020-03-18",0,0,0,25,0,0,0,33.55628244,68.40943649
"679",679,"Ghazni","2020-03-17",0,0,0,25,0,0,0,33.55628244,68.40943649
"680",680,"Ghazni","2020-03-16",0,0,0,25,0,0,0,33.55628244,68.40943649
"681",681,"Ghazni","2020-03-15",0,0,0,25,0,0,0,33.55628244,68.40943649
"682",682,"Ghazni","2020-03-14",0,0,0,25,0,0,0,33.55628244,68.40943649
"683",683,"Ghazni","2020-03-13",0,0,0,25,0,0,0,33.55628244,68.40943649
"684",684,"Ghazni","2020-03-12",0,0,0,25,0,0,0,33.55628244,68.40943649
"685",685,"Ghazni","2020-03-11",0,0,0,25,0,0,0,33.55628244,68.40943649
"686",686,"Ghazni","2020-03-10",0,0,0,25,0,0,0,33.55628244,68.40943649
"687",687,"Ghazni","2020-03-09",0,0,0,25,0,0,0,33.55628244,68.40943649
"688",688,"Ghazni","2020-03-08",0,0,0,25,0,0,0,33.55628244,68.40943649
"689",689,"Ghazni","2020-03-07",0,0,0,25,0,0,0,33.55628244,68.40943649
"690",690,"Ghazni","2020-03-06",0,0,0,25,0,0,0,33.55628244,68.40943649
"691",691,"Ghazni","2020-03-05",0,0,0,25,0,0,0,33.55628244,68.40943649
"692",692,"Ghazni","2020-03-04",0,0,0,25,0,0,0,33.55628244,68.40943649
"693",693,"Ghazni","2020-03-03",0,0,0,25,0,0,0,33.55628244,68.40943649
"694",694,"Ghazni","2020-03-02",0,0,0,25,0,0,0,33.55628244,68.40943649
"695",695,"Ghazni","2020-03-01",0,0,0,25,0,0,0,33.55628244,68.40943649
"696",696,"Ghazni","2020-02-29",0,0,0,25,0,0,0,33.55628244,68.40943649
"697",697,"Ghazni","2020-02-28",0,0,0,25,0,0,0,33.55628244,68.40943649
"698",698,"Ghazni","2020-02-27",0,0,0,25,0,0,0,33.55628244,68.40943649
"699",699,"Ghazni","2020-02-26",0,0,0,25,0,0,0,33.55628244,68.40943649
"700",700,"Ghazni","2020-02-25",0,0,0,25,NA,NA,NA,33.55628244,68.40943649
"701",701,"Paktia","2020-05-04",125,3,9,24,41,2,4,33.62129231,69.28912863
"702",702,"Paktia","2020-05-03",84,1,5,24,29,0,0,33.62129231,69.28912863
"703",703,"Paktia","2020-05-02",55,1,6,24,0,0,0,33.62129231,69.28912863
"704",704,"Paktia","2020-05-01",55,1,6,24,0,0,0,33.62129231,69.28912863
"705",705,"Paktia","2020-04-30",55,1,6,24,0,0,0,33.62129231,69.28912863
"706",706,"Paktia","2020-04-29",55,1,6,24,0,0,0,33.62129231,69.28912863
"707",707,"Paktia","2020-04-28",55,1,6,24,0,0,0,33.62129231,69.28912863
"708",708,"Paktia","2020-04-27",55,1,6,24,9,0,6,33.62129231,69.28912863
"709",709,"Paktia","2020-04-26",46,1,0,24,11,0,0,33.62129231,69.28912863
"710",710,"Paktia","2020-04-25",35,1,0,24,16,1,0,33.62129231,69.28912863
"711",711,"Paktia","2020-04-24",19,0,0,24,3,0,0,33.62129231,69.28912863
"712",712,"Paktia","2020-04-23",16,0,16,24,1,0,1,33.62129231,69.28912863
"713",713,"Paktia","2020-04-22",15,0,15,24,1,0,1,33.62129231,69.28912863
"714",714,"Paktia","2020-04-21",14,0,14,24,0,0,0,33.62129231,69.28912863
"715",715,"Paktia","2020-04-20",17,0,17,24,0,0,0,33.62129231,69.28912863
"716",716,"Paktia","2020-04-19",17,0,17,24,0,0,0,33.62129231,69.28912863
"717",717,"Paktia","2020-04-18",17,0,17,24,7,0,7,33.62129231,69.28912863
"718",718,"Paktia","2020-04-17",10,0,10,24,0,0,0,33.62129231,69.28912863
"719",719,"Paktia","2020-04-16",10,0,10,24,0,0,0,33.62129231,69.28912863
"720",720,"Paktia","2020-04-15",10,0,10,24,0,0,0,33.62129231,69.28912863
"721",721,"Paktia","2020-04-14",10,0,10,24,0,0,0,33.62129231,69.28912863
"722",722,"Paktia","2020-04-13",10,0,10,24,0,0,0,33.62129231,69.28912863
"723",723,"Paktia","2020-04-12",10,0,10,24,1,0,1,33.62129231,69.28912863
"724",724,"Paktia","2020-04-11",9,0,9,24,0,0,0,33.62129231,69.28912863
"725",725,"Paktia","2020-04-10",9,0,9,24,0,0,0,33.62129231,69.28912863
"726",726,"Paktia","2020-04-09",9,0,9,24,4,0,4,33.62129231,69.28912863
"727",727,"Paktia","2020-04-08",5,0,5,24,0,0,0,33.62129231,69.28912863
"728",728,"Paktia","2020-04-07",5,0,5,24,0,0,0,33.62129231,69.28912863
"729",729,"Paktia","2020-04-06",5,0,5,24,0,0,0,33.62129231,69.28912863
"730",730,"Paktia","2020-04-05",5,0,5,24,3,0,3,33.62129231,69.28912863
"731",731,"Paktia","2020-04-04",2,0,2,24,0,0,0,33.62129231,69.28912863
"732",732,"Paktia","2020-04-03",2,0,2,24,1,0,1,33.62129231,69.28912863
"733",733,"Paktia","2020-04-02",1,0,1,24,0,0,0,33.62129231,69.28912863
"734",734,"Paktia","2020-04-01",1,0,1,24,1,0,1,33.62129231,69.28912863
"735",735,"Paktia","2020-03-31",0,0,0,24,0,0,0,33.62129231,69.28912863
"736",736,"Paktia","2020-03-30",0,0,0,24,0,0,0,33.62129231,69.28912863
"737",737,"Paktia","2020-03-29",0,0,0,24,0,0,0,33.62129231,69.28912863
"738",738,"Paktia","2020-03-28",0,0,0,24,0,0,0,33.62129231,69.28912863
"739",739,"Paktia","2020-03-27",0,0,0,24,0,0,0,33.62129231,69.28912863
"740",740,"Paktia","2020-03-26",0,0,0,24,0,0,0,33.62129231,69.28912863
"741",741,"Paktia","2020-03-25",0,0,0,24,0,0,0,33.62129231,69.28912863
"742",742,"Paktia","2020-03-24",0,0,0,24,0,0,0,33.62129231,69.28912863
"743",743,"Paktia","2020-03-23",0,0,0,24,0,0,0,33.62129231,69.28912863
"744",744,"Paktia","2020-03-22",0,0,0,24,0,0,0,33.62129231,69.28912863
"745",745,"Paktia","2020-03-21",0,0,0,24,0,0,0,33.62129231,69.28912863
"746",746,"Paktia","2020-03-20",0,0,0,24,0,0,0,33.62129231,69.28912863
"747",747,"Paktia","2020-03-19",0,0,0,24,0,0,0,33.62129231,69.28912863
"748",748,"Paktia","2020-03-18",0,0,0,24,0,0,0,33.62129231,69.28912863
"749",749,"Paktia","2020-03-17",0,0,0,24,0,0,0,33.62129231,69.28912863
"750",750,"Paktia","2020-03-16",0,0,0,24,0,0,0,33.62129231,69.28912863
"751",751,"Paktia","2020-03-15",0,0,0,24,0,0,0,33.62129231,69.28912863
"752",752,"Paktia","2020-03-14",0,0,0,24,0,0,0,33.62129231,69.28912863
"753",753,"Paktia","2020-03-13",0,0,0,24,0,0,0,33.62129231,69.28912863
"754",754,"Paktia","2020-03-12",0,0,0,24,0,0,0,33.62129231,69.28912863
"755",755,"Paktia","2020-03-11",0,0,0,24,0,0,0,33.62129231,69.28912863
"756",756,"Paktia","2020-03-10",0,0,0,24,0,0,0,33.62129231,69.28912863
"757",757,"Paktia","2020-03-09",0,0,0,24,0,0,0,33.62129231,69.28912863
"758",758,"Paktia","2020-03-08",0,0,0,24,0,0,0,33.62129231,69.28912863
"759",759,"Paktia","2020-03-07",0,0,0,24,0,0,0,33.62129231,69.28912863
"760",760,"Paktia","2020-03-06",0,0,0,24,0,0,0,33.62129231,69.28912863
"761",761,"Paktia","2020-03-05",0,0,0,24,0,0,0,33.62129231,69.28912863
"762",762,"Paktia","2020-03-04",0,0,0,24,0,0,0,33.62129231,69.28912863
"763",763,"Paktia","2020-03-03",0,0,0,24,0,0,0,33.62129231,69.28912863
"764",764,"Paktia","2020-03-02",0,0,0,24,0,0,0,33.62129231,69.28912863
"765",765,"Paktia","2020-03-01",0,0,0,24,0,0,0,33.62129231,69.28912863
"766",766,"Paktia","2020-02-29",0,0,0,24,0,0,0,33.62129231,69.28912863
"767",767,"Paktia","2020-02-28",0,0,0,24,0,0,0,33.62129231,69.28912863
"768",768,"Paktia","2020-02-27",0,0,0,24,0,0,0,33.62129231,69.28912863
"769",769,"Paktia","2020-02-26",0,0,0,24,0,0,0,33.62129231,69.28912863
"770",770,"Paktia","2020-02-25",0,0,0,24,NA,NA,NA,33.62129231,69.28912863
"771",771,"Laghman","2020-05-04",44,0,6,23,0,0,0,34.6491729,70.18865168
"772",772,"Laghman","2020-05-03",44,0,6,23,5,0,5,34.6491729,70.18865168
"773",773,"Laghman","2020-05-02",39,0,1,23,0,0,0,34.6491729,70.18865168
"774",774,"Laghman","2020-05-01",39,0,1,23,3,0,0,34.6491729,70.18865168
"775",775,"Laghman","2020-04-30",36,0,1,23,8,0,1,34.6491729,70.18865168
"776",776,"Laghman","2020-04-29",28,0,0,23,0,0,0,34.6491729,70.18865168
"777",777,"Laghman","2020-04-28",28,0,0,23,7,0,0,34.6491729,70.18865168
"778",778,"Laghman","2020-04-27",21,0,0,23,1,0,0,34.6491729,70.18865168
"779",779,"Laghman","2020-04-26",20,0,0,23,0,0,0,34.6491729,70.18865168
"780",780,"Laghman","2020-04-25",20,0,0,23,3,0,0,34.6491729,70.18865168
"781",781,"Laghman","2020-04-24",17,0,0,23,2,0,0,34.6491729,70.18865168
"782",782,"Laghman","2020-04-23",15,0,0,23,0,0,0,34.6491729,70.18865168
"783",783,"Laghman","2020-04-22",15,0,0,23,1,0,0,34.6491729,70.18865168
"784",784,"Laghman","2020-04-21",14,0,0,23,5,0,0,34.6491729,70.18865168
"785",785,"Laghman","2020-04-20",9,0,0,23,4,0,0,34.6491729,70.18865168
"786",786,"Laghman","2020-04-19",5,0,0,23,1,0,0,34.6491729,70.18865168
"787",787,"Laghman","2020-04-18",4,0,0,23,0,0,0,34.6491729,70.18865168
"788",788,"Laghman","2020-04-17",4,0,0,23,3,0,0,34.6491729,70.18865168
"789",789,"Laghman","2020-04-16",1,0,0,23,1,0,0,34.6491729,70.18865168
"790",790,"Laghman","2020-04-15",0,0,0,23,0,0,0,34.6491729,70.18865168
"791",791,"Laghman","2020-04-14",0,0,0,23,0,0,0,34.6491729,70.18865168
"792",792,"Laghman","2020-04-13",0,0,0,23,0,0,0,34.6491729,70.18865168
"793",793,"Laghman","2020-04-12",0,0,0,23,0,0,0,34.6491729,70.18865168
"794",794,"Laghman","2020-04-11",0,0,0,23,0,0,0,34.6491729,70.18865168
"795",795,"Laghman","2020-04-10",0,0,0,23,0,0,0,34.6491729,70.18865168
"796",796,"Laghman","2020-04-09",0,0,0,23,0,0,0,34.6491729,70.18865168
"797",797,"Laghman","2020-04-08",0,0,0,23,0,0,0,34.6491729,70.18865168
"798",798,"Laghman","2020-04-07",0,0,0,23,0,0,0,34.6491729,70.18865168
"799",799,"Laghman","2020-04-06",0,0,0,23,0,0,0,34.6491729,70.18865168
"800",800,"Laghman","2020-04-05",0,0,0,23,0,0,0,34.6491729,70.18865168
"801",801,"Laghman","2020-04-04",0,0,0,23,0,0,0,34.6491729,70.18865168
"802",802,"Laghman","2020-04-03",0,0,0,23,0,0,0,34.6491729,70.18865168
"803",803,"Laghman","2020-04-02",0,0,0,23,0,0,0,34.6491729,70.18865168
"804",804,"Laghman","2020-04-01",0,0,0,23,0,0,0,34.6491729,70.18865168
"805",805,"Laghman","2020-03-31",0,0,0,23,0,0,0,34.6491729,70.18865168
"806",806,"Laghman","2020-03-30",0,0,0,23,0,0,0,34.6491729,70.18865168
"807",807,"Laghman","2020-03-29",0,0,0,23,0,0,0,34.6491729,70.18865168
"808",808,"Laghman","2020-03-28",0,0,0,23,0,0,0,34.6491729,70.18865168
"809",809,"Laghman","2020-03-27",0,0,0,23,0,0,0,34.6491729,70.18865168
"810",810,"Laghman","2020-03-26",0,0,0,23,0,0,0,34.6491729,70.18865168
"811",811,"Laghman","2020-03-25",0,0,0,23,0,0,0,34.6491729,70.18865168
"812",812,"Laghman","2020-03-24",0,0,0,23,0,0,0,34.6491729,70.18865168
"813",813,"Laghman","2020-03-23",0,0,0,23,0,0,0,34.6491729,70.18865168
